# authority: IEEE Std 1003.1-2017 and The Open Group Base Specifications Issue 7, 2018 edition
# source: source member and assertion hashes are derived from the pinned SUSv4 Issue 7 archive
# derivation: every prose, list, and definition assertion in each selected source section, excluding Examples sections
# snapshot-count: 2644
# ordered-requirement-sha256: 27a3bac20484cf355b2f0ca9a9228ce0604cd19e252d5a9489cfc44269a05e0d
# q35_case invariant: open rows retain their parent probe; closed rows require an assertion-specific executable case
# state invariant: every recursive requirement is exactly open or closed and every open row has a falsifier
requirement	row	domain	parent	ordinal	assertion	assertion_sha256	implementation_requirement	q35_case	state	witness	next_action	falsifier
shell:tag_18_13.r002	shell:tag_18_13	shell	tag_18_13	2	The following patterns matching a single character shall match a single character: ordinary characters, special pattern characters, and pattern bracket expressions. The pattern bracket expression also shall match a single collating element. A <backslash> character shall escape the following character. The escaping <backslash> shall be discarded. If a pattern ends with an unescaped <backslash>, it is unspecified whether the pattern does not match anything or the pattern is treated as invalid.	08b8798ee45327a6aeeffd421af4bc5c579ebb1adb87d5ec61f1aa5783d4b75e	Implement the complete pattern matching notation used by case matching and pathname expansion.	shell:tag_18_13.q35	open	missing:shell:tag_18_13.r002_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject shell:tag_18_13.r002.
shell:tag_18_13.r003	shell:tag_18_13	shell	tag_18_13	3	An ordinary character is a pattern that shall match itself. It can be any character in the supported character set except for NUL, those special shell characters in Quoting that require quoting, and the following three special pattern characters. Matching shall be based on the bit pattern used for encoding the character, not on the graphic representation of the character. If any character (ordinary, shell special, or pattern special) is quoted, that pattern shall match the character itself. The shell special characters always require quoting.	95afc16fa2767c1b51d61a0b3925d748114a2f0b0d33b55c3bf7ebd0d16825d3	Implement the complete pattern matching notation used by case matching and pathname expansion.	shell:tag_18_13.q35	open	missing:shell:tag_18_13.r003_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject shell:tag_18_13.r003.
shell:tag_18_13.r004	shell:tag_18_13	shell	tag_18_13	4	When unquoted and outside a bracket expression, the following three characters shall have special meaning in the specification of patterns:	40b83f5587a1539f934e11dbc35c2a5d7a665c0ab00e7b9864665853db6e0037	Implement the complete pattern matching notation used by case matching and pathname expansion.	shell:tag_18_13.q35	open	missing:shell:tag_18_13.r004_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject shell:tag_18_13.r004.
shell:tag_18_13.r005	shell:tag_18_13	shell	tag_18_13	5	?	8a8de823d5ed3e12746a62ef169bcf372be0ca44f0a1236abc35df05d96928e1	Implement the complete pattern matching notation used by case matching and pathname expansion.	shell:tag_18_13.q35	open	missing:shell:tag_18_13.r005_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject shell:tag_18_13.r005.
shell:tag_18_13.r006	shell:tag_18_13	shell	tag_18_13	6	A <question-mark> is a pattern that shall match any character.	6f5ab32f49307efb1e84fa197ad191f8a186dbd82c975ae9f93e13140589cf09	Implement the complete pattern matching notation used by case matching and pathname expansion.	shell:tag_18_13.q35	open	missing:shell:tag_18_13.r006_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject shell:tag_18_13.r006.
shell:tag_18_13.r007	shell:tag_18_13	shell	tag_18_13	7	*	684888c0ebb17f374298b65ee2807526c066094c701bcc7ebbe1c1095f494fc1	Implement the complete pattern matching notation used by case matching and pathname expansion.	shell:tag_18_13.q35	open	missing:shell:tag_18_13.r007_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject shell:tag_18_13.r007.
shell:tag_18_13.r008	shell:tag_18_13	shell	tag_18_13	8	An <asterisk> is a pattern that shall match multiple characters, as described in Patterns Matching Multiple Characters.	695cae5e54f9d0e252977587666408be101fd6e52c1a15b9a6012857fcbeee6f	Implement the complete pattern matching notation used by case matching and pathname expansion.	shell:tag_18_13.q35	open	missing:shell:tag_18_13.r008_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject shell:tag_18_13.r008.
shell:tag_18_13.r009	shell:tag_18_13	shell	tag_18_13	9	[	245843abef9e72e7efac30138a994bf6301e7e1d7d7042a33d42e863d2638811	Implement the complete pattern matching notation used by case matching and pathname expansion.	shell:tag_18_13.q35	open	missing:shell:tag_18_13.r009_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject shell:tag_18_13.r009.
shell:tag_18_13.r010	shell:tag_18_13	shell	tag_18_13	10	If an open bracket introduces a bracket expression as in XBD RE Bracket Expression, except that the <exclamation-mark> character ( '!' ) shall replace the <circumflex> character ( '^' ) in its role in a non-matching list in the regular expression notation, it shall introduce a pattern bracket expression. A bracket expression starting with an unquoted <circumflex> character produces unspecified results. Otherwise, '[' shall match the character itself.	6c2a8b4f093025a0274f59a2d4c033f656cd4b3cd476f1c88ff3b2d9c7d004c4	Implement the complete pattern matching notation used by case matching and pathname expansion.	shell:tag_18_13.q35	open	missing:shell:tag_18_13.r010_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject shell:tag_18_13.r010.
shell:tag_18_13.r011	shell:tag_18_13	shell	tag_18_13	11	When pattern matching is used where shell quote removal is not performed (such as in the argument to the find - name primary when find is being called using one of the exec functions as defined in the System Interfaces volume of POSIX.1-2017, or in the pattern argument to the fnmatch() function), special characters can be escaped to remove their special meaning by preceding them with a <backslash> character. This escaping <backslash> is discarded. The sequence "\\" represents one literal <backslash>. All of the requirements and effects of quoting on ordinary, shell special, and special pattern characters shall apply to escaping in this context.	320bf201e69cbb26ec53f407853a7bd9f53cbd2df3e92213535fc6f3c1e50ad7	Implement the complete pattern matching notation used by case matching and pathname expansion.	shell:tag_18_13.q35	open	missing:shell:tag_18_13.r011_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject shell:tag_18_13.r011.
shell:tag_18_13.r012	shell:tag_18_13	shell	tag_18_13	12	The following rules are used to construct patterns matching multiple characters from patterns matching a single character:	60625840336e7565307028128322bda2e7d56c3cc6795c0fae62bdb5be127194	Implement the complete pattern matching notation used by case matching and pathname expansion.	shell:tag_18_13.q35	open	missing:shell:tag_18_13.r012_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject shell:tag_18_13.r012.
shell:tag_18_13.r013	shell:tag_18_13	shell	tag_18_13	13	The <asterisk> ( '*' ) is a pattern that shall match any string, including the null string.	a9b101f84b9f2eb53f98cbd591a0145424bada639986cb937b9683dd7c5a80eb	Implement the complete pattern matching notation used by case matching and pathname expansion.	shell:tag_18_13.q35	open	missing:shell:tag_18_13.r013_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject shell:tag_18_13.r013.
shell:tag_18_13.r014	shell:tag_18_13	shell	tag_18_13	14	The concatenation of patterns matching a single character is a valid pattern that shall match the concatenation of the single characters or collating elements matched by each of the concatenated patterns.	d4e889e18f266b2292302a0e189b121f141eff3310aaa6bcb5e4b3864f4071a0	Implement the complete pattern matching notation used by case matching and pathname expansion.	shell:tag_18_13.q35	open	missing:shell:tag_18_13.r014_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject shell:tag_18_13.r014.
shell:tag_18_13.r015	shell:tag_18_13	shell	tag_18_13	15	The concatenation of one or more patterns matching a single character with one or more <asterisk> characters is a valid pattern. In such patterns, each <asterisk> shall match a string of zero or more characters, matching the greatest possible number of characters that still allows the remainder of the pattern to match the string.	62183cf12467e9cec39560fb573414d251728477cfa94b55f26dc2f7d97f2aa5	Implement the complete pattern matching notation used by case matching and pathname expansion.	shell:tag_18_13.q35	open	missing:shell:tag_18_13.r015_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject shell:tag_18_13.r015.
shell:tag_18_13.r016	shell:tag_18_13	shell	tag_18_13	16	The rules described so far in Patterns Matching a Single Character and Patterns Matching Multiple Characters are qualified by the following rules that apply when pattern matching notation is used for filename expansion:	53c99221deac9ff2399af6635ccb3125eb845ee1425779989341769aa90673e5	Implement the complete pattern matching notation used by case matching and pathname expansion.	shell:tag_18_13.q35	open	missing:shell:tag_18_13.r016_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject shell:tag_18_13.r016.
shell:tag_18_13.r017	shell:tag_18_13	shell	tag_18_13	17	The <slash> character in a pathname shall be explicitly matched by using one or more <slash> characters in the pattern; it shall neither be matched by the <asterisk> or <question-mark> special characters nor by a bracket expression. <slash> characters in the pattern shall be identified before bracket expressions; thus, a <slash> cannot be included in a pattern bracket expression used for filename expansion. If a <slash> character is found following an unescaped <left-square-bracket> character before a corresponding <right-square-bracket> is found, the open bracket shall be treated as an ordinary character. For example, the pattern "a[b/c]d" does not match such pathnames as abd or a/d. It only matches a pathname of literally a[b/c]d.	67b4c46ea81ae9c5c46e09c454381c37ed9fc65eceb4a93e14006ee9bb38c4ee	Implement the complete pattern matching notation used by case matching and pathname expansion.	shell:tag_18_13.q35	open	missing:shell:tag_18_13.r017_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject shell:tag_18_13.r017.
shell:tag_18_13.r018	shell:tag_18_13	shell	tag_18_13	18	If a filename begins with a <period> ( '.' ), the <period> shall be explicitly matched by using a <period> as the first character of the pattern or immediately following a <slash> character. The leading <period> shall not be matched by: The <asterisk> or <question-mark> special characters	be82fe93a8572d1ba791459b53e540fcb2c906b2be6ea7958fe7fb86345d853c	Implement the complete pattern matching notation used by case matching and pathname expansion.	shell:tag_18_13.q35	open	missing:shell:tag_18_13.r018_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject shell:tag_18_13.r018.
