# authority: IEEE Std 1003.1-2017 and The Open Group Base Specifications Issue 7, 2018 edition
# source: susv4-2018/utilities/V3_chap02.html
# derivation: every prose, list, and definition assertion in each selected parent section, excluding Examples sections
# snapshot-count: 724
# ordered-requirement-sha256: da00cbb9b7af9b288ad1ae2e533a0c5076e3729b0068a176e968cb36f41ae6c3
# state invariant: every recursive requirement is exactly open or closed and every open row has a falsifier
requirement	parent	ordinal	assertion	assertion_sha256	implementation_requirement	state	witness	next_action	falsifier
tag_18_05.r013	tag_18_05	13	-	3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112	Implement named, numeric, and special parameters with the specified expansion, assignment, inheritance, and unset behavior.	open	missing:tag_18_05.r013_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_05.r013.
tag_18_05.r014	tag_18_05	14	(Hyphen.) Expands to the current option flags (the single-letter option names concatenated into a string) as specified on invocation, by the set special built-in command, or implicitly by the shell.	6240a129c55c762daa836c816660f46789291ff6eef19e542fd4ac4684b48bc7	Implement named, numeric, and special parameters with the specified expansion, assignment, inheritance, and unset behavior.	open	missing:tag_18_05.r014_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_05.r014.
tag_18_05.r015	tag_18_05	15	$	09fc96082d34c2dfc1295d92073b5ea1dc8ef8da95f14dfded011ffb96d3e54b	Implement named, numeric, and special parameters with the specified expansion, assignment, inheritance, and unset behavior.	open	missing:tag_18_05.r015_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_05.r015.
tag_18_05.r016	tag_18_05	16	Expands to the decimal process ID of the invoked shell. In a subshell (see Shell Execution Environment ), '$' shall expand to the same value as that of the current shell.	0663f01885bceae63d1e19a30d9730420fcc7dcc4efe316d729abd8ba4a4ed6c	Implement named, numeric, and special parameters with the specified expansion, assignment, inheritance, and unset behavior.	open	missing:tag_18_05.r016_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_05.r016.
tag_18_05.r017	tag_18_05	17	!	bb7208bc9b5d7c04f1236a82a0093a5e33f40423d5ba8d4266f7092c3ba43b62	Implement named, numeric, and special parameters with the specified expansion, assignment, inheritance, and unset behavior.	open	missing:tag_18_05.r017_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_05.r017.
tag_18_05.r018	tag_18_05	18	Expands to the decimal process ID of the most recent background command (see Lists) executed from the current shell. (For example, background commands executed from subshells do not affect the value of "$!" in the current shell environment.) For a pipeline, the process ID is that of the last command in the pipeline.	4ee2f7bb577fd4261cc7b555393a51be4019c004f59a9a61089eb6be8e77b7a8	Implement named, numeric, and special parameters with the specified expansion, assignment, inheritance, and unset behavior.	open	missing:tag_18_05.r018_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_05.r018.
tag_18_05.r019	tag_18_05	19	0	5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9	Implement named, numeric, and special parameters with the specified expansion, assignment, inheritance, and unset behavior.	open	missing:tag_18_05.r019_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_05.r019.
tag_18_05.r020	tag_18_05	20	(Zero.) Expands to the name of the shell or shell script. See sh for a detailed description of how this name is derived.	d0a190b56bbd06a54680e5ac09e7696daeb46e63d06e8bd601aa254639d478fb	Implement named, numeric, and special parameters with the specified expansion, assignment, inheritance, and unset behavior.	open	missing:tag_18_05.r020_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_05.r020.
tag_18_05.r021	tag_18_05	21	See the description of the IFS variable in Shell Variables.	48a3a40c0f1fbea5825a1efb8d428119f9e7e61ae21feca6fabfdff442ae0c0e	Implement named, numeric, and special parameters with the specified expansion, assignment, inheritance, and unset behavior.	open	missing:tag_18_05.r021_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_05.r021.
tag_18_05.r022	tag_18_05	22	Variables shall be initialized from the environment (as defined by XBD Environment Variables and the exec function in the System Interfaces volume of POSIX.1-2017) and can be given new values with variable assignment commands. If a variable is initialized from the environment, it shall be marked for export immediately; see the export special built-in. New variables can be defined and initialized with variable assignments, with the read or getopts utilities, with the name parameter in a for loop, with the ${ name= word} expansion, or with other mechanisms provided as implementation extensions.	66dc65b72477baee1b554b414adb29c357620eac63776de1a85d36d7d7e1e9e5	Implement named, numeric, and special parameters with the specified expansion, assignment, inheritance, and unset behavior.	open	missing:tag_18_05.r022_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_05.r022.
tag_18_05.r023	tag_18_05	23	The following variables shall affect the execution of the shell:	3b0d17d6746e65d5c254bf953c12c11d81bab284cf983899e7a39cf81283730a	Implement named, numeric, and special parameters with the specified expansion, assignment, inheritance, and unset behavior.	open	missing:tag_18_05.r023_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_05.r023.
tag_18_05.r024	tag_18_05	24	ENV	416861c7e2c15aefefe28970e4c33ba6c1061ca5868ec15bc33126382200fe4a	Implement named, numeric, and special parameters with the specified expansion, assignment, inheritance, and unset behavior.	open	missing:tag_18_05.r024_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_05.r024.
tag_18_05.r025	tag_18_05	25	[UP] The processing of the ENV shell variable shall be supported if the system supports the User Portability Utilities option. This variable, when and only when an interactive shell is invoked, shall be subjected to parameter expansion (see Parameter Expansion) by the shell and the resulting value shall be used as a pathname of a file containing shell commands to execute in the current environment. The file need not be executable. If the expanded value of ENV is not an absolute pathname, the results are unspecified. ENV shall be ignored if the user's real and effective user IDs or real and effective group IDs are different.	742b58376432259b384ff2ec9f1e4b94b993f8211b5fc298a4955e5f52f25460	Implement named, numeric, and special parameters with the specified expansion, assignment, inheritance, and unset behavior.	open	missing:tag_18_05.r025_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_05.r025.
tag_18_05.r026	tag_18_05	26	HOME	36e65c39f83b8df92770b95b8cdad4947ebd58cc410ac6e8bbac7a21e8ce941c	Implement named, numeric, and special parameters with the specified expansion, assignment, inheritance, and unset behavior.	open	missing:tag_18_05.r026_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_05.r026.
tag_18_05.r027	tag_18_05	27	The pathname of the user's home directory. The contents of HOME are used in tilde expansion (see Tilde Expansion).	fee3bfdaab225f30a46b772ceacf8b98945d02d4b8989d18189d56c0ce08deb8	Implement named, numeric, and special parameters with the specified expansion, assignment, inheritance, and unset behavior.	open	missing:tag_18_05.r027_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_05.r027.
tag_18_05.r028	tag_18_05	28	IFS	400030c8e01d28be54f9ea8348cf46aa05d10782b03c9263b4b7cd39191bc572	Implement named, numeric, and special parameters with the specified expansion, assignment, inheritance, and unset behavior.	open	missing:tag_18_05.r028_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_05.r028.
tag_18_05.r029	tag_18_05	29	A string treated as a list of characters that is used for field splitting, expansion of the '*' special parameter, and to split lines into fields with the read utility. If the value of IFS includes any bytes that do not form part of a valid character, the results of field splitting, expansion of '*', and use of the read utility are unspecified. If IFS is not set, it shall behave as normal for an unset variable, except that field splitting by the shell and line splitting by the read utility shall be performed as if the value of IFS is <space> <tab> <newline>; see Field Splitting. The shell shall set IFS to <space> <tab> <newline> when it is invoked.	9bfc311d158ad6ca45d22c800919027fa02433d3a45a8a8423c80c385c73f664	Implement named, numeric, and special parameters with the specified expansion, assignment, inheritance, and unset behavior.	open	missing:tag_18_05.r029_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_05.r029.
tag_18_05.r030	tag_18_05	30	LANG	0d5d4ebd6f3086e733f2862137b0263b0545de5ea654b7e50bcd9b56575e6bba	Implement named, numeric, and special parameters with the specified expansion, assignment, inheritance, and unset behavior.	open	missing:tag_18_05.r030_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_05.r030.
